m,p,Lambda,rescale,model,terms,coeffs,sparsity,loss,R2,rel_L2,cond_G,coeff_err
"[18, 30]","[11, 9]",0.004832930238571752,True,u_{t} = + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} - 1.00(u)_{xxxx} + 0.00(u^2)_{xxxx},"['(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.004760431447755233, -0.49218840028263716, -0.9940290272516368, -0.001314920798380786, 0.006073724957659321, -0.9966138525553822, 0.0015950802416494372]",7,0.6406061211046801,0.9795209189460395,0.1431003954497691,35.323618021099826,0.015623199434725676
"[18, 30]","[11, 9]",0.007847599703514606,True,u_{t} = + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} + 0.00(u)_{xxx} - 1.00(u)_{xxxx},"['(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u)_{xxx}', '(u)_{xxxx}']","[0.002267933532624044, -0.49212686046778054, -0.9938334386928498, 0.0023273917417143014, -0.9963884312204637]",5,0.4641093543925131,0.9794489478633095,0.14335162883110356,35.323618021099826,0.01574627906443893
"[18, 30]","[11, 9]",0.012742749857031334,True,u_{t} = - 0.49(u^2)_{x} - 0.99(u)_{xx} - 1.00(u)_{xxxx},"['(u^2)_{x}', '(u)_{xx}', '(u)_{xxxx}']","[-0.49216244445815543, -0.9939154143226494, -0.9964686424102384]",3,0.2852448896650197,0.9793850555328746,0.14357429290284326,35.323618021099826,0.01567511108368913
"[18, 30]","[11, 9]",0.0206913808111479,True,u_{t} = - 0.49(u^2)_{x} - 0.99(u)_{xx} - 1.00(u)_{xxxx},"['(u^2)_{x}', '(u)_{xx}', '(u)_{xxxx}']","[-0.49216244445815543, -0.9939154143226494, -0.9964686424102384]",3,0.2852448896650197,0.9793850555328746,0.14357429290284326,35.323618021099826,0.01567511108368913
"[18, 30]","[11, 9]",0.03359818286283781,True,u_{t} = - 0.49(u^2)_{x} - 0.99(u)_{xx} - 1.00(u)_{xxxx},"['(u^2)_{x}', '(u)_{xx}', '(u)_{xxxx}']","[-0.49216244445815543, -0.9939154143226494, -0.9964686424102384]",3,0.2852448896650197,0.9793850555328746,0.14357429290284326,35.323618021099826,0.01567511108368913
"[18, 30]","[11, 9]",0.05455594781168514,True,u_{t} = - 0.49(u^2)_{x} - 0.99(u)_{xx} - 1.00(u)_{xxxx},"['(u^2)_{x}', '(u)_{xx}', '(u)_{xxxx}']","[-0.49216244445815543, -0.9939154143226494, -0.9964686424102384]",3,0.2852448896650197,0.9793850555328746,0.14357429290284326,35.323618021099826,0.01567511108368913
"[18, 30]","[11, 9]",0.08858667904100823,True,u_{t} = - 0.49(u^2)_{x} - 0.99(u)_{xx} - 1.00(u)_{xxxx},"['(u^2)_{x}', '(u)_{xx}', '(u)_{xxxx}']","[-0.49216244445815543, -0.9939154143226494, -0.9964686424102384]",3,0.2852448896650197,0.9793850555328746,0.14357429290284326,35.323618021099826,0.01567511108368913
"[18, 30]","[11, 9]",0.14384498882876628,True,u_{t} = + 0.00(1) + 0.00(u) - 0.00(u^2) + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} + 0.00(u^2)_{xxx} - 1.00(u)_{xxxx} + 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0003293770070014052, 0.0003967830928293335, -0.0002739614279253961, 0.004550746931118567, -0.4919859947392185, -0.993371209010274, -0.0019308579989566154, 0.005819443110457351, 0.0008384394148571746, -0.9967950627328047, 0.0013139767237510442]",11,1.0,0.979538550537293,0.1430387806005726,35.323618021099826,0.016028010521562996
"[18, 30]","[11, 9]",0.23357214690901212,True,u_{t} = + 0.00(1) + 0.00(u) - 0.00(u^2) + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} + 0.00(u^2)_{xxx} - 1.00(u)_{xxxx} + 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0003293770070014052, 0.0003967830928293335, -0.0002739614279253961, 0.004550746931118567, -0.4919859947392185, -0.993371209010274, -0.0019308579989566154, 0.005819443110457351, 0.0008384394148571746, -0.9967950627328047, 0.0013139767237510442]",11,1.0,0.979538550537293,0.1430387806005726,35.323618021099826,0.016028010521562996
"[18, 30]","[11, 9]",0.3792690190732246,True,u_{t} = + 0.00(1) + 0.00(u) - 0.00(u^2) + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} + 0.00(u^2)_{xxx} - 1.00(u)_{xxxx} + 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0003293770070014052, 0.0003967830928293335, -0.0002739614279253961, 0.004550746931118567, -0.4919859947392185, -0.993371209010274, -0.0019308579989566154, 0.005819443110457351, 0.0008384394148571746, -0.9967950627328047, 0.0013139767237510442]",11,1.0,0.979538550537293,0.1430387806005726,35.323618021099826,0.016028010521562996
"[18, 30]","[11, 9]",0.615848211066026,True,u_{t} = + 0.00(1) + 0.00(u) - 0.00(u^2) + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} + 0.00(u^2)_{xxx} - 1.00(u)_{xxxx} + 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0003293770070014052, 0.0003967830928293335, -0.0002739614279253961, 0.004550746931118567, -0.4919859947392185, -0.993371209010274, -0.0019308579989566154, 0.005819443110457351, 0.0008384394148571746, -0.9967950627328047, 0.0013139767237510442]",11,1.0,0.979538550537293,0.1430387806005726,35.323618021099826,0.016028010521562996
"[18, 30]","[11, 9]",1.0,True,u_{t} = + 0.00(1) + 0.00(u) - 0.00(u^2) + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} + 0.00(u^2)_{xxx} - 1.00(u)_{xxxx} + 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0003293770070014052, 0.0003967830928293335, -0.0002739614279253961, 0.004550746931118567, -0.4919859947392185, -0.993371209010274, -0.0019308579989566154, 0.005819443110457351, 0.0008384394148571746, -0.9967950627328047, 0.0013139767237510442]",11,1.0,0.979538550537293,0.1430387806005726,35.323618021099826,0.016028010521562996
"[18, 30]","[11, 9]",0.0001,False,u_{t} = + 0.00(1) + 0.00(u) - 0.00(u^2) + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} + 0.00(u^2)_{xxx} - 1.00(u)_{xxxx} + 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0003293770070014375, 0.0003967830928291491, -0.000273961427925413, 0.004550746931118548, -0.49198599473921867, -0.9933712090102749, -0.0019308579989576547, 0.005819443110457093, 0.0008384394148568574, -0.9967950627328048, 0.0013139767237505845]",11,1.0,0.979538550537293,0.14303878060057248,57.13712614331759,0.016028010521562663
"[18, 30]","[11, 9]",0.0001623776739188721,False,u_{t} = + 0.00(1) + 0.00(u) - 0.00(u^2) + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} + 0.00(u^2)_{xxx} - 1.00(u)_{xxxx} + 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0003293770070014375, 0.0003967830928291491, -0.000273961427925413, 0.004550746931118548, -0.49198599473921867, -0.9933712090102749, -0.0019308579989576547, 0.005819443110457093, 0.0008384394148568574, -0.9967950627328048, 0.0013139767237505845]",11,1.0,0.979538550537293,0.14303878060057248,57.13712614331759,0.016028010521562663
"[18, 30]","[11, 9]",0.00026366508987303583,False,u_{t} = + 0.00(1) + 0.00(u) - 0.00(u^2) + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} + 0.00(u^2)_{xxx} - 1.00(u)_{xxxx} + 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0003293770070014375, 0.0003967830928291491, -0.000273961427925413, 0.004550746931118548, -0.49198599473921867, -0.9933712090102749, -0.0019308579989576547, 0.005819443110457093, 0.0008384394148568574, -0.9967950627328048, 0.0013139767237505845]",11,1.0,0.979538550537293,0.14303878060057248,57.13712614331759,0.016028010521562663
"[18, 30]","[11, 9]",0.00042813323987193956,False,u_{t} = + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} + 0.00(u^2)_{xxx} - 1.00(u)_{xxxx} + 0.00(u^2)_{xxxx},"['(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.004742356439925499, -0.49168033720866533, -0.9946398671332191, -0.0013110253816164988, 0.0060430249664818825, 0.0012479591879217273, -0.9977292702873998, 0.0015979860410900784]",8,0.7307882208940547,0.9795264438992087,0.14308109096259394,57.13712614331759,0.01663932558266934
"[18, 30]","[11, 9]",0.0006951927961775606,False,u_{t} = + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} + 0.00(u^2)_{xxx} - 1.00(u)_{xxxx} + 0.00(u^2)_{xxxx},"['(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.004742356439925499, -0.49168033720866533, -0.9946398671332191, -0.0013110253816164988, 0.0060430249664818825, 0.0012479591879217273, -0.9977292702873998, 0.0015979860410900784]",8,0.7307882208940547,0.9795264438992087,0.14308109096259394,57.13712614331759,0.01663932558266934
"[18, 30]","[11, 9]",0.0011288378916846883,False,u_{t} = + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} - 1.00(u)_{xxxx} + 0.00(u^2)_{xxxx},"['(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.004760431447749894, -0.4921884002826369, -0.9940290272516369, -0.001314920798373815, 0.006073724957653791, -0.996613852555382, 0.0015950802416524186]",7,0.6406061211046792,0.9795209189460395,0.14310039544976944,57.13712614331759,0.015623199434726232
"[18, 30]","[11, 9]",0.0018329807108324356,False,u_{t} = + 0.01(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} - 1.00(u)_{xxxx},"['(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u)_{xxxx}']","[0.005632701268681632, -0.4922009522348338, -0.9940538242210938, -0.0036064671507675832, 0.00653410769088813, -0.9966303369835866]",6,0.5507502298571161,0.9795110782308687,0.14313477299579425,57.13712614331759,0.015598095530332423
"[18, 30]","[11, 9]",0.002976351441631319,False,u_{t} = - 0.49(u^2)_{x} - 0.99(u)_{xx} - 1.00(u)_{xxxx},"['(u^2)_{x}', '(u)_{xx}', '(u)_{xxxx}']","[-0.4921624444581549, -0.9939154143226493, -0.9964686424102382]",3,0.2852448896650186,0.9793850555328746,0.14357429290284304,57.13712614331759,0.01567511108369024
"[18, 30]","[11, 9]",0.004832930238571752,False,u_{t} = - 0.49(u^2)_{x} - 0.99(u)_{xx} - 1.00(u)_{xxxx},"['(u^2)_{x}', '(u)_{xx}', '(u)_{xxxx}']","[-0.4921624444581549, -0.9939154143226493, -0.9964686424102382]",3,0.2852448896650186,0.9793850555328746,0.14357429290284304,57.13712614331759,0.01567511108369024
"[18, 30]","[11, 9]",0.007847599703514606,False,u_{t} = - 0.49(u^2)_{x} - 0.99(u)_{xx} - 1.00(u)_{xxxx},"['(u^2)_{x}', '(u)_{xx}', '(u)_{xxxx}']","[-0.4921624444581549, -0.9939154143226493, -0.9964686424102382]",3,0.2852448896650186,0.9793850555328746,0.14357429290284304,57.13712614331759,0.01567511108369024
"[18, 30]","[11, 9]",0.012742749857031334,False,u_{t} = - 0.49(u^2)_{x} - 0.99(u)_{xx} - 1.00(u)_{xxxx},"['(u^2)_{x}', '(u)_{xx}', '(u)_{xxxx}']","[-0.4921624444581549, -0.9939154143226493, -0.9964686424102382]",3,0.2852448896650186,0.9793850555328746,0.14357429290284304,57.13712614331759,0.01567511108369024
"[18, 30]","[11, 9]",0.0206913808111479,False,u_{t} = - 0.49(u^2)_{x} - 0.99(u)_{xx} - 1.00(u)_{xxxx},"['(u^2)_{x}', '(u)_{xx}', '(u)_{xxxx}']","[-0.4921624444581549, -0.9939154143226493, -0.9964686424102382]",3,0.2852448896650186,0.9793850555328746,0.14357429290284304,57.13712614331759,0.01567511108369024
"[18, 30]","[11, 9]",0.03359818286283781,False,u_{t} = - 0.49(u^2)_{x} - 0.99(u)_{xx} - 1.00(u)_{xxxx},"['(u^2)_{x}', '(u)_{xx}', '(u)_{xxxx}']","[-0.4921624444581549, -0.9939154143226493, -0.9964686424102382]",3,0.2852448896650186,0.9793850555328746,0.14357429290284304,57.13712614331759,0.01567511108369024
"[18, 30]","[11, 9]",0.05455594781168514,False,u_{t} = - 0.49(u^2)_{x} - 0.99(u)_{xx} - 1.00(u)_{xxxx},"['(u^2)_{x}', '(u)_{xx}', '(u)_{xxxx}']","[-0.4921624444581549, -0.9939154143226493, -0.9964686424102382]",3,0.2852448896650186,0.9793850555328746,0.14357429290284304,57.13712614331759,0.01567511108369024
"[18, 30]","[11, 9]",0.08858667904100823,False,u_{t} = - 0.49(u^2)_{x} - 0.99(u)_{xx} - 1.00(u)_{xxxx},"['(u^2)_{x}', '(u)_{xx}', '(u)_{xxxx}']","[-0.4921624444581549, -0.9939154143226493, -0.9964686424102382]",3,0.2852448896650186,0.9793850555328746,0.14357429290284304,57.13712614331759,0.01567511108369024
"[18, 30]","[11, 9]",0.14384498882876628,False,u_{t} = - 0.49(u^2)_{x} - 0.99(u)_{xx} - 1.00(u)_{xxxx},"['(u^2)_{x}', '(u)_{xx}', '(u)_{xxxx}']","[-0.4921624444581549, -0.9939154143226493, -0.9964686424102382]",3,0.2852448896650186,0.9793850555328746,0.14357429290284304,57.13712614331759,0.01567511108369024
"[18, 30]","[11, 9]",0.23357214690901212,False,u_{t} = - 0.08(u^2)_{x} + 0.03(u)_{xxxx},"['(u^2)_{x}', '(u)_{xxxx}']","[-0.07908141798279673, 0.030379547341016794]",2,1.1030583313192381,0.14816415412573758,0.922918937099647,57.13712614331759,1.0303795473410169
"[18, 30]","[11, 9]",0.3792690190732246,False,u_{t} = - 0.08(u^2)_{x},['(u^2)_{x}'],[-0.07520227844886522],1,1.0179490918682983,0.13766303460383045,0.9285902151632228,57.13712614331759,1.0
"[18, 30]","[11, 9]",0.615848211066026,False,u_{t} = + 0.00(1) + 0.00(u) - 0.00(u^2) + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} + 0.00(u^2)_{xxx} - 1.00(u)_{xxxx} + 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0003293770070014375, 0.0003967830928291491, -0.000273961427925413, 0.004550746931118548, -0.49198599473921867, -0.9933712090102749, -0.0019308579989576547, 0.005819443110457093, 0.0008384394148568574, -0.9967950627328048, 0.0013139767237505845]",11,1.0,0.979538550537293,0.14303878060057248,57.13712614331759,0.016028010521562663
"[18, 30]","[11, 9]",1.0,False,u_{t} = + 0.00(1) + 0.00(u) - 0.00(u^2) + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} + 0.00(u^2)_{xxx} - 1.00(u)_{xxxx} + 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0003293770070014375, 0.0003967830928291491, -0.000273961427925413, 0.004550746931118548, -0.49198599473921867, -0.9933712090102749, -0.0019308579989576547, 0.005819443110457093, 0.0008384394148568574, -0.9967950627328048, 0.0013139767237505845]",11,1.0,0.979538550537293,0.14303878060057248,57.13712614331759,0.016028010521562663
"[22, 38]","[10, 8]",0.0001,True,u_{t} = + 0.00(1) + 0.00(u) - 0.00(u^2) + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} + 0.01(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 0.99(u)_{xxxx} + 0.01(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[9.923791544659945e-05, 0.0001114594368297355, -7.788990910614744e-05, 0.0027232180723279304, -0.49413666853394, -0.9918924586035445, 0.008701267225897463, 0.006362753424528515, -0.008161651952795366, -0.9946712429395915, 0.010888788524313246]",11,1.0,0.981904719443703,0.13450120183134673,39.1130395442569,0.011726662932119991
"[22, 38]","[10, 8]",0.0001623776739188721,True,u_{t} = + 0.00(1) + 0.00(u) - 0.00(u^2) + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} + 0.01(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 0.99(u)_{xxxx} + 0.01(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[9.923791544659945e-05, 0.0001114594368297355, -7.788990910614744e-05, 0.0027232180723279304, -0.49413666853394, -0.9918924586035445, 0.008701267225897463, 0.006362753424528515, -0.008161651952795366, -0.9946712429395915, 0.010888788524313246]",11,1.0,0.981904719443703,0.13450120183134673,39.1130395442569,0.011726662932119991
"[22, 38]","[10, 8]",0.00026366508987303583,True,u_{t} = + 0.00(1) + 0.00(u) - 0.00(u^2) + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} + 0.01(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 0.99(u)_{xxxx} + 0.01(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[9.923791544659945e-05, 0.0001114594368297355, -7.788990910614744e-05, 0.0027232180723279304, -0.49413666853394, -0.9918924586035445, 0.008701267225897463, 0.006362753424528515, -0.008161651952795366, -0.9946712429395915, 0.010888788524313246]",11,1.0,0.981904719443703,0.13450120183134673,39.1130395442569,0.011726662932119991
"[22, 38]","[10, 8]",0.00042813323987193956,True,u_{t} = + 0.00(1) + 0.00(u) - 0.00(u^2) + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} + 0.01(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 0.99(u)_{xxxx} + 0.01(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[9.923791544659945e-05, 0.0001114594368297355, -7.788990910614744e-05, 0.0027232180723279304, -0.49413666853394, -0.9918924586035445, 0.008701267225897463, 0.006362753424528515, -0.008161651952795366, -0.9946712429395915, 0.010888788524313246]",11,1.0,0.981904719443703,0.13450120183134673,39.1130395442569,0.011726662932119991
"[22, 38]","[10, 8]",0.0006951927961775606,True,u_{t} = + 0.00(1) + 0.00(u) - 0.00(u^2) + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} + 0.01(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 0.99(u)_{xxxx} + 0.01(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[9.923791544659945e-05, 0.0001114594368297355, -7.788990910614744e-05, 0.0027232180723279304, -0.49413666853394, -0.9918924586035445, 0.008701267225897463, 0.006362753424528515, -0.008161651952795366, -0.9946712429395915, 0.010888788524313246]",11,1.0,0.981904719443703,0.13450120183134673,39.1130395442569,0.011726662932119991
"[22, 38]","[10, 8]",0.0011288378916846883,True,u_{t} = + 0.00(1) + 0.00(u) - 0.00(u^2) + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} + 0.01(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 0.99(u)_{xxxx} + 0.01(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[9.923791544659945e-05, 0.0001114594368297355, -7.788990910614744e-05, 0.0027232180723279304, -0.49413666853394, -0.9918924586035445, 0.008701267225897463, 0.006362753424528515, -0.008161651952795366, -0.9946712429395915, 0.010888788524313246]",11,1.0,0.981904719443703,0.13450120183134673,39.1130395442569,0.011726662932119991
"[22, 38]","[10, 8]",0.0018329807108324356,True,u_{t} = + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} + 0.01(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 1.00(u)_{xxxx} + 0.01(u^2)_{xxxx},"['(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0027675581552347715, -0.49398339697264293, -0.9922798062249489, 0.009010283956228349, 0.0064676500185755345, -0.007884827670991102, -0.9950041172587343, 0.011137875307119363]",8,0.7286992001762411,0.9819027209100146,0.13450862912048206,39.1130395442569,0.01203320605471414
"[22, 38]","[10, 8]",0.002976351441631319,True,u_{t} = + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} + 0.01(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 1.00(u)_{xxxx} + 0.01(u^2)_{xxxx},"['(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0027675581552347715, -0.49398339697264293, -0.9922798062249489, 0.009010283956228349, 0.0064676500185755345, -0.007884827670991102, -0.9950041172587343, 0.011137875307119363]",8,0.7286992001762411,0.9819027209100146,0.13450862912048206,39.1130395442569,0.01203320605471414
"[22, 38]","[10, 8]",0.004832930238571752,True,u_{t} = + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} + 0.01(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 1.00(u)_{xxxx} + 0.01(u^2)_{xxxx},"['(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0027675581552347715, -0.49398339697264293, -0.9922798062249489, 0.009010283956228349, 0.0064676500185755345, -0.007884827670991102, -0.9950041172587343, 0.011137875307119363]",8,0.7286992001762411,0.9819027209100146,0.13450862912048206,39.1130395442569,0.01203320605471414
"[22, 38]","[10, 8]",0.007847599703514606,True,u_{t} = + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} + 0.01(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 1.00(u)_{xxxx} + 0.01(u^2)_{xxxx},"['(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0027675581552347715, -0.49398339697264293, -0.9922798062249489, 0.009010283956228349, 0.0064676500185755345, -0.007884827670991102, -0.9950041172587343, 0.011137875307119363]",8,0.7286992001762411,0.9819027209100146,0.13450862912048206,39.1130395442569,0.01203320605471414
"[22, 38]","[10, 8]",0.012742749857031334,True,u_{t} = + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} + 0.01(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 1.00(u)_{xxxx} + 0.01(u^2)_{xxxx},"['(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0027675581552347715, -0.49398339697264293, -0.9922798062249489, 0.009010283956228349, 0.0064676500185755345, -0.007884827670991102, -0.9950041172587343, 0.011137875307119363]",8,0.7286992001762411,0.9819027209100146,0.13450862912048206,39.1130395442569,0.01203320605471414
"[22, 38]","[10, 8]",0.0206913808111479,True,u_{t} = - 0.49(u^2)_{x} - 0.99(u)_{xx} - 1.00(u)_{xxxx},"['(u^2)_{x}', '(u)_{xx}', '(u)_{xxxx}']","[-0.49169592765466247, -0.9945618710008952, -0.9981149609399373]",3,0.29395935934025264,0.9814619580204954,0.13613676776832134,39.1130395442569,0.016608144690675064
