m,p,Lambda,rescale,model,terms,coeffs,sparsity,loss,R2,rel_L2,cond_G,coeff_err
"[14, 22]","[12, 10]",0.002976351441631319,True,u_{t} = + 0.00(1) + 0.01(u) - 0.00(u^2) + 0.01(u)_{x} - 0.48(u^2)_{x} - 0.93(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 0.94(u)_{xxxx} - 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0005446342171614913, 0.005905363977678719, -0.00030401435386913166, 0.0051381137286023015, -0.4802045206480574, -0.9314837737240776, -0.004478518210106381, 0.006437515894993456, -0.005661815683813085, -0.9365119003842433, -0.0003651936075883123]",11,1.0,0.9476076099843102,0.2288921539210288,50.58711330820087,0.06851622627592235
"[14, 22]","[12, 10]",0.004832930238571752,True,u_{t} = + 0.01(u) + 0.01(u)_{x} - 0.48(u^2)_{x} - 0.93(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 0.94(u)_{xxxx},"['(u)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}']","[0.005851451331155111, 0.005086784009034238, -0.4801760367229017, -0.9316315271891552, -0.0034707489559579864, 0.006355436950160545, -0.0056381213971903234, -0.9366001593342732]",8,0.7301214461502157,0.9475999198401892,0.22890895167605618,50.58711330820087,0.0683684728108448
"[14, 22]","[12, 10]",0.007847599703514606,True,u_{t} = + 0.01(u) + 0.01(u)_{x} - 0.48(u^2)_{x} - 0.93(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 0.94(u)_{xxxx},"['(u)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}']","[0.005851451331155111, 0.005086784009034238, -0.4801760367229017, -0.9316315271891552, -0.0034707489559579864, 0.006355436950160545, -0.0056381213971903234, -0.9366001593342732]",8,0.7301214461502157,0.9475999198401892,0.22890895167605618,50.58711330820087,0.0683684728108448
"[14, 22]","[12, 10]",0.012742749857031334,True,u_{t} = + 0.01(u) + 0.01(u)_{x} - 0.48(u^2)_{x} - 0.93(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 0.94(u)_{xxxx},"['(u)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}']","[0.005851451331155111, 0.005086784009034238, -0.4801760367229017, -0.9316315271891552, -0.0034707489559579864, 0.006355436950160545, -0.0056381213971903234, -0.9366001593342732]",8,0.7301214461502157,0.9475999198401892,0.22890895167605618,50.58711330820087,0.0683684728108448
"[14, 22]","[12, 10]",0.0206913808111479,True,u_{t} = + 0.01(u) - 0.48(u^2)_{x} - 0.93(u)_{xx} - 0.01(u^2)_{xxx} - 0.94(u)_{xxxx},"['(u)', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xxx}', '(u)_{xxxx}']","[0.005841495020515378, -0.48012935295458825, -0.9315135390807663, -0.005636252840934174, -0.9364595985605946]",5,0.4661852193003956,0.9474792222017054,0.22917243293575926,50.58711330820087,0.06848646091923372
"[14, 22]","[12, 10]",0.03359818286283781,True,u_{t} = + 0.01(u) - 0.48(u^2)_{x} - 0.93(u)_{xx} - 0.01(u^2)_{xxx} - 0.94(u)_{xxxx},"['(u)', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xxx}', '(u)_{xxxx}']","[0.005841495020515378, -0.48012935295458825, -0.9315135390807663, -0.005636252840934174, -0.9364595985605946]",5,0.4661852193003956,0.9474792222017054,0.22917243293575926,50.58711330820087,0.06848646091923372
"[14, 22]","[12, 10]",0.05455594781168514,True,u_{t} = - 0.48(u^2)_{x} - 0.95(u)_{xx} - 0.95(u)_{xxxx},"['(u^2)_{x}', '(u)_{xx}', '(u)_{xxxx}']","[-0.47610804148948044, -0.9521762683765915, -0.9525739744063797]",3,0.2984066002589052,0.9469827214081982,0.23025311614901564,50.58711330820087,0.04782373162340847
"[14, 22]","[12, 10]",0.08858667904100823,True,u_{t} = - 0.09(u^2)_{x},['(u^2)_{x}'],[-0.08925638010925528],1,0.9972552397046143,0.16917059364368114,0.911491725619898,50.58711330820087,1.0
"[14, 22]","[12, 10]",0.14384498882876628,True,u_{t} = + 0.00(1) + 0.01(u) - 0.00(u^2) + 0.01(u)_{x} - 0.48(u^2)_{x} - 0.93(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 0.94(u)_{xxxx} - 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0005446342171614913, 0.005905363977678719, -0.00030401435386913166, 0.0051381137286023015, -0.4802045206480574, -0.9314837737240776, -0.004478518210106381, 0.006437515894993456, -0.005661815683813085, -0.9365119003842433, -0.0003651936075883123]",11,1.0,0.9476076099843102,0.2288921539210288,50.58711330820087,0.06851622627592235
"[14, 22]","[12, 10]",0.23357214690901212,True,u_{t} = + 0.00(1) + 0.01(u) - 0.00(u^2) + 0.01(u)_{x} - 0.48(u^2)_{x} - 0.93(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 0.94(u)_{xxxx} - 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0005446342171614913, 0.005905363977678719, -0.00030401435386913166, 0.0051381137286023015, -0.4802045206480574, -0.9314837737240776, -0.004478518210106381, 0.006437515894993456, -0.005661815683813085, -0.9365119003842433, -0.0003651936075883123]",11,1.0,0.9476076099843102,0.2288921539210288,50.58711330820087,0.06851622627592235
"[14, 22]","[12, 10]",0.3792690190732246,True,u_{t} = + 0.00(1) + 0.01(u) - 0.00(u^2) + 0.01(u)_{x} - 0.48(u^2)_{x} - 0.93(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 0.94(u)_{xxxx} - 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0005446342171614913, 0.005905363977678719, -0.00030401435386913166, 0.0051381137286023015, -0.4802045206480574, -0.9314837737240776, -0.004478518210106381, 0.006437515894993456, -0.005661815683813085, -0.9365119003842433, -0.0003651936075883123]",11,1.0,0.9476076099843102,0.2288921539210288,50.58711330820087,0.06851622627592235
"[14, 22]","[12, 10]",0.615848211066026,True,u_{t} = + 0.00(1) + 0.01(u) - 0.00(u^2) + 0.01(u)_{x} - 0.48(u^2)_{x} - 0.93(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 0.94(u)_{xxxx} - 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0005446342171614913, 0.005905363977678719, -0.00030401435386913166, 0.0051381137286023015, -0.4802045206480574, -0.9314837737240776, -0.004478518210106381, 0.006437515894993456, -0.005661815683813085, -0.9365119003842433, -0.0003651936075883123]",11,1.0,0.9476076099843102,0.2288921539210288,50.58711330820087,0.06851622627592235
"[14, 22]","[12, 10]",1.0,True,u_{t} = + 0.00(1) + 0.01(u) - 0.00(u^2) + 0.01(u)_{x} - 0.48(u^2)_{x} - 0.93(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 0.94(u)_{xxxx} - 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0005446342171614913, 0.005905363977678719, -0.00030401435386913166, 0.0051381137286023015, -0.4802045206480574, -0.9314837737240776, -0.004478518210106381, 0.006437515894993456, -0.005661815683813085, -0.9365119003842433, -0.0003651936075883123]",11,1.0,0.9476076099843102,0.2288921539210288,50.58711330820087,0.06851622627592235
"[14, 22]","[12, 10]",0.0001,False,u_{t} = + 0.00(1) + 0.01(u) - 0.00(u^2) + 0.01(u)_{x} - 0.48(u^2)_{x} - 0.93(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 0.94(u)_{xxxx} - 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0005446342171613305, 0.00590536397767928, -0.00030401435386901473, 0.005138113728603527, -0.480204520648058, -0.9314837737240775, -0.004478518210107273, 0.006437515894994463, -0.005661815683813212, -0.9365119003842447, -0.0003651936075885395]",11,1.0,0.9476076099843102,0.22889215392102896,35.872550843267796,0.06851622627592246
"[14, 22]","[12, 10]",0.0001623776739188721,False,u_{t} = + 0.00(1) + 0.01(u) - 0.00(u^2) + 0.01(u)_{x} - 0.48(u^2)_{x} - 0.93(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 0.94(u)_{xxxx} - 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0005446342171613305, 0.00590536397767928, -0.00030401435386901473, 0.005138113728603527, -0.480204520648058, -0.9314837737240775, -0.004478518210107273, 0.006437515894994463, -0.005661815683813212, -0.9365119003842447, -0.0003651936075885395]",11,1.0,0.9476076099843102,0.22889215392102896,35.872550843267796,0.06851622627592246
"[14, 22]","[12, 10]",0.00026366508987303583,False,u_{t} = + 0.00(1) + 0.01(u) - 0.00(u^2) + 0.01(u)_{x} - 0.48(u^2)_{x} - 0.93(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 0.94(u)_{xxxx} - 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0005446342171613305, 0.00590536397767928, -0.00030401435386901473, 0.005138113728603527, -0.480204520648058, -0.9314837737240775, -0.004478518210107273, 0.006437515894994463, -0.005661815683813212, -0.9365119003842447, -0.0003651936075885395]",11,1.0,0.9476076099843102,0.22889215392102896,35.872550843267796,0.06851622627592246
"[14, 22]","[12, 10]",0.00042813323987193956,False,u_{t} = + 0.01(u) + 0.01(u)_{x} - 0.48(u^2)_{x} - 0.93(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 0.94(u)_{xxxx},"['(u)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}']","[0.005851451331155343, 0.005086784009034049, -0.48017603672290177, -0.9316315271891535, -0.003470748955957655, 0.006355436950159189, -0.005638121397190572, -0.9366001593342718]",8,0.7301214461502155,0.9475999198401892,0.22890895167605643,35.872550843267796,0.06836847281084646
"[14, 22]","[12, 10]",0.0006951927961775606,False,u_{t} = + 0.01(u) + 0.01(u)_{x} - 0.48(u^2)_{x} - 0.93(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 0.94(u)_{xxxx},"['(u)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}']","[0.005851451331155343, 0.005086784009034049, -0.48017603672290177, -0.9316315271891535, -0.003470748955957655, 0.006355436950159189, -0.005638121397190572, -0.9366001593342718]",8,0.7301214461502155,0.9475999198401892,0.22890895167605643,35.872550843267796,0.06836847281084646
"[14, 22]","[12, 10]",0.0011288378916846883,False,u_{t} = + 0.01(u) + 0.01(u)_{x} - 0.48(u^2)_{x} - 0.93(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 0.94(u)_{xxxx},"['(u)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}']","[0.005851451331155343, 0.005086784009034049, -0.48017603672290177, -0.9316315271891535, -0.003470748955957655, 0.006355436950159189, -0.005638121397190572, -0.9366001593342718]",8,0.7301214461502155,0.9475999198401892,0.22890895167605643,35.872550843267796,0.06836847281084646
"[14, 22]","[12, 10]",0.0018329807108324356,False,u_{t} = + 0.01(u) + 0.01(u)_{x} - 0.48(u^2)_{x} - 0.93(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 0.94(u)_{xxxx},"['(u)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}']","[0.005851451331155343, 0.005086784009034049, -0.48017603672290177, -0.9316315271891535, -0.003470748955957655, 0.006355436950159189, -0.005638121397190572, -0.9366001593342718]",8,0.7301214461502155,0.9475999198401892,0.22890895167605643,35.872550843267796,0.06836847281084646
"[14, 22]","[12, 10]",0.002976351441631319,False,u_{t} = + 0.01(u) + 0.01(u)_{x} - 0.48(u^2)_{x} - 0.93(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 0.94(u)_{xxxx},"['(u)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}']","[0.005851451331155343, 0.005086784009034049, -0.48017603672290177, -0.9316315271891535, -0.003470748955957655, 0.006355436950159189, -0.005638121397190572, -0.9366001593342718]",8,0.7301214461502155,0.9475999198401892,0.22890895167605643,35.872550843267796,0.06836847281084646
"[14, 22]","[12, 10]",0.004832930238571752,False,u_{t} = + 0.01(u) - 0.48(u^2)_{x} - 0.93(u)_{xx} - 0.01(u^2)_{xxx} - 0.94(u)_{xxxx},"['(u)', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xxx}', '(u)_{xxxx}']","[0.005841495020515351, -0.4801293529545883, -0.9315135390807663, -0.005636252840934713, -0.9364595985605946]",5,0.466185219300397,0.9474792222017054,0.2291724329357593,35.872550843267796,0.06848646091923372
"[14, 22]","[12, 10]",0.007847599703514606,False,u_{t} = - 0.48(u^2)_{x} - 0.95(u)_{xx} - 0.95(u)_{xxxx},"['(u^2)_{x}', '(u)_{xx}', '(u)_{xxxx}']","[-0.4761080414894806, -0.9521762683765912, -0.9525739744063793]",3,0.2984066002589073,0.9469827214081982,0.23025311614901503,35.872550843267796,0.047823731623408805
"[14, 22]","[12, 10]",0.012742749857031334,False,u_{t} = - 0.48(u^2)_{x} - 0.95(u)_{xx} - 0.95(u)_{xxxx},"['(u^2)_{x}', '(u)_{xx}', '(u)_{xxxx}']","[-0.4761080414894806, -0.9521762683765912, -0.9525739744063793]",3,0.2984066002589073,0.9469827214081982,0.23025311614901503,35.872550843267796,0.047823731623408805
"[14, 22]","[12, 10]",0.0206913808111479,False,u_{t} = - 0.48(u^2)_{x} - 0.95(u)_{xx} - 0.95(u)_{xxxx},"['(u^2)_{x}', '(u)_{xx}', '(u)_{xxxx}']","[-0.4761080414894806, -0.9521762683765912, -0.9525739744063793]",3,0.2984066002589073,0.9469827214081982,0.23025311614901503,35.872550843267796,0.047823731623408805
"[14, 22]","[12, 10]",0.03359818286283781,False,u_{t} = - 0.48(u^2)_{x} - 0.95(u)_{xx} - 0.95(u)_{xxxx},"['(u^2)_{x}', '(u)_{xx}', '(u)_{xxxx}']","[-0.4761080414894806, -0.9521762683765912, -0.9525739744063793]",3,0.2984066002589073,0.9469827214081982,0.23025311614901503,35.872550843267796,0.047823731623408805
"[14, 22]","[12, 10]",0.05455594781168514,False,u_{t} = - 0.48(u^2)_{x} - 0.95(u)_{xx} - 0.95(u)_{xxxx},"['(u^2)_{x}', '(u)_{xx}', '(u)_{xxxx}']","[-0.4761080414894806, -0.9521762683765912, -0.9525739744063793]",3,0.2984066002589073,0.9469827214081982,0.23025311614901503,35.872550843267796,0.047823731623408805
"[14, 22]","[12, 10]",0.08858667904100823,False,u_{t} = - 0.48(u^2)_{x} - 0.95(u)_{xx} - 0.95(u)_{xxxx},"['(u^2)_{x}', '(u)_{xx}', '(u)_{xxxx}']","[-0.4761080414894806, -0.9521762683765912, -0.9525739744063793]",3,0.2984066002589073,0.9469827214081982,0.23025311614901503,35.872550843267796,0.047823731623408805
"[14, 22]","[12, 10]",0.14384498882876628,False,u_{t} = - 0.48(u^2)_{x} - 0.95(u)_{xx} - 0.95(u)_{xxxx},"['(u^2)_{x}', '(u)_{xx}', '(u)_{xxxx}']","[-0.4761080414894806, -0.9521762683765912, -0.9525739744063793]",3,0.2984066002589073,0.9469827214081982,0.23025311614901503,35.872550843267796,0.047823731623408805
"[14, 22]","[12, 10]",0.23357214690901212,False,u_{t} = - 0.48(u^2)_{x} - 0.95(u)_{xx} - 0.95(u)_{xxxx},"['(u^2)_{x}', '(u)_{xx}', '(u)_{xxxx}']","[-0.4761080414894806, -0.9521762683765912, -0.9525739744063793]",3,0.2984066002589073,0.9469827214081982,0.23025311614901503,35.872550843267796,0.047823731623408805
"[14, 22]","[12, 10]",0.3792690190732246,False,u_{t} = - 0.09(u^2)_{x},['(u^2)_{x}'],[-0.0892563801092554],1,0.9972552397046159,0.16917059364368114,0.9114917256198976,35.872550843267796,1.0
"[14, 22]","[12, 10]",0.615848211066026,False,u_{t} = + 0.00(1) + 0.01(u) - 0.00(u^2) + 0.01(u)_{x} - 0.48(u^2)_{x} - 0.93(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 0.94(u)_{xxxx} - 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0005446342171613305, 0.00590536397767928, -0.00030401435386901473, 0.005138113728603527, -0.480204520648058, -0.9314837737240775, -0.004478518210107273, 0.006437515894994463, -0.005661815683813212, -0.9365119003842447, -0.0003651936075885395]",11,1.0,0.9476076099843102,0.22889215392102896,35.872550843267796,0.06851622627592246
"[14, 22]","[12, 10]",1.0,False,u_{t} = + 0.00(1) + 0.01(u) - 0.00(u^2) + 0.01(u)_{x} - 0.48(u^2)_{x} - 0.93(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} - 0.01(u^2)_{xxx} - 0.94(u)_{xxxx} - 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0005446342171613305, 0.00590536397767928, -0.00030401435386901473, 0.005138113728603527, -0.480204520648058, -0.9314837737240775, -0.004478518210107273, 0.006437515894994463, -0.005661815683813212, -0.9365119003842447, -0.0003651936075885395]",11,1.0,0.9476076099843102,0.22889215392102896,35.872550843267796,0.06851622627592246
"[18, 30]","[11, 9]",0.0001,True,u_{t} = + 0.00(1) + 0.00(u) - 0.00(u^2) + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} + 0.00(u^2)_{xxx} - 1.00(u)_{xxxx} + 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0003293770070014052, 0.0003967830928293335, -0.0002739614279253961, 0.004550746931118567, -0.4919859947392185, -0.993371209010274, -0.0019308579989566154, 0.005819443110457351, 0.0008384394148571746, -0.9967950627328047, 0.0013139767237510442]",11,1.0,0.979538550537293,0.1430387806005726,35.323618021099826,0.016028010521562996
"[18, 30]","[11, 9]",0.0001623776739188721,True,u_{t} = + 0.00(1) + 0.00(u) - 0.00(u^2) + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} + 0.00(u^2)_{xxx} - 1.00(u)_{xxxx} + 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0003293770070014052, 0.0003967830928293335, -0.0002739614279253961, 0.004550746931118567, -0.4919859947392185, -0.993371209010274, -0.0019308579989566154, 0.005819443110457351, 0.0008384394148571746, -0.9967950627328047, 0.0013139767237510442]",11,1.0,0.979538550537293,0.1430387806005726,35.323618021099826,0.016028010521562996
"[18, 30]","[11, 9]",0.00026366508987303583,True,u_{t} = + 0.00(1) + 0.00(u) - 0.00(u^2) + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} + 0.00(u^2)_{xxx} - 1.00(u)_{xxxx} + 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0003293770070014052, 0.0003967830928293335, -0.0002739614279253961, 0.004550746931118567, -0.4919859947392185, -0.993371209010274, -0.0019308579989566154, 0.005819443110457351, 0.0008384394148571746, -0.9967950627328047, 0.0013139767237510442]",11,1.0,0.979538550537293,0.1430387806005726,35.323618021099826,0.016028010521562996
"[18, 30]","[11, 9]",0.00042813323987193956,True,u_{t} = + 0.00(1) + 0.00(u) - 0.00(u^2) + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} + 0.00(u^2)_{xxx} - 1.00(u)_{xxxx} + 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0003293770070014052, 0.0003967830928293335, -0.0002739614279253961, 0.004550746931118567, -0.4919859947392185, -0.993371209010274, -0.0019308579989566154, 0.005819443110457351, 0.0008384394148571746, -0.9967950627328047, 0.0013139767237510442]",11,1.0,0.979538550537293,0.1430387806005726,35.323618021099826,0.016028010521562996
"[18, 30]","[11, 9]",0.0006951927961775606,True,u_{t} = + 0.00(1) + 0.00(u) - 0.00(u^2) + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} + 0.00(u^2)_{xxx} - 1.00(u)_{xxxx} + 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0003293770070014052, 0.0003967830928293335, -0.0002739614279253961, 0.004550746931118567, -0.4919859947392185, -0.993371209010274, -0.0019308579989566154, 0.005819443110457351, 0.0008384394148571746, -0.9967950627328047, 0.0013139767237510442]",11,1.0,0.979538550537293,0.1430387806005726,35.323618021099826,0.016028010521562996
"[18, 30]","[11, 9]",0.0011288378916846883,True,u_{t} = + 0.00(1) + 0.00(u) - 0.00(u^2) + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} + 0.00(u^2)_{xxx} - 1.00(u)_{xxxx} + 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0003293770070014052, 0.0003967830928293335, -0.0002739614279253961, 0.004550746931118567, -0.4919859947392185, -0.993371209010274, -0.0019308579989566154, 0.005819443110457351, 0.0008384394148571746, -0.9967950627328047, 0.0013139767237510442]",11,1.0,0.979538550537293,0.1430387806005726,35.323618021099826,0.016028010521562996
"[18, 30]","[11, 9]",0.0018329807108324356,True,u_{t} = + 0.00(1) + 0.00(u) - 0.00(u^2) + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} + 0.00(u^2)_{xxx} - 1.00(u)_{xxxx} + 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0003293770070014052, 0.0003967830928293335, -0.0002739614279253961, 0.004550746931118567, -0.4919859947392185, -0.993371209010274, -0.0019308579989566154, 0.005819443110457351, 0.0008384394148571746, -0.9967950627328047, 0.0013139767237510442]",11,1.0,0.979538550537293,0.1430387806005726,35.323618021099826,0.016028010521562996
"[18, 30]","[11, 9]",0.002976351441631319,True,u_{t} = + 0.00(1) + 0.00(u) - 0.00(u^2) + 0.00(u)_{x} - 0.49(u^2)_{x} - 0.99(u)_{xx} - 0.00(u^2)_{xx} + 0.01(u)_{xxx} + 0.00(u^2)_{xxx} - 1.00(u)_{xxxx} + 0.00(u^2)_{xxxx},"['(1)', '(u)', '(u^2)', '(u)_{x}', '(u^2)_{x}', '(u)_{xx}', '(u^2)_{xx}', '(u)_{xxx}', '(u^2)_{xxx}', '(u)_{xxxx}', '(u^2)_{xxxx}']","[0.0003293770070014052, 0.0003967830928293335, -0.0002739614279253961, 0.004550746931118567, -0.4919859947392185, -0.993371209010274, -0.0019308579989566154, 0.005819443110457351, 0.0008384394148571746, -0.9967950627328047, 0.0013139767237510442]",11,1.0,0.979538550537293,0.1430387806005726,35.323618021099826,0.016028010521562996
